mf_inputs,mf_output,lb_rmse,score,coverage_topK,rules_to_target,coverage_at_target,cum_cov_all
"(7, 4, 3, 6)",3.0,0.0,217.37994691165173,97.88519637462237,29.0,78.85196374622359,97.88519637462237
"(3, 3, 8, 6)",4.0,0.0,204.960774101022,98.48942598187307,30.0,78.0463242698892,98.48942598187307
"(5, 5, 9, 6)",4.0,0.0,229.05674489565564,96.67673716012091,46.0,78.04632426988923,96.67673716012091
"(4, 5, 9, 8)",4.0,0.0,229.42923619122638,96.27391742195375,52.0,78.24773413897283,96.27391742195375
"(3, 6, 4, 4)",8.0,0.0,223.221411441236,98.99295065458209,22.0,79.35548841893255,98.99295065458209
"(5, 5, 8, 9)",6.0,0.0,230.28536110471373,96.17321248741193,55.0,78.34843907351461,96.17321248741193
"(8, 4, 6, 3)",4.0,0.0,227.07184367119942,97.9859013091642,34.0,78.65055387713998,97.9859013091642
"(6, 3, 3, 8)",4.0,0.0,189.0763036766881,98.08660624370592,29.0,78.75125881168175,98.08660624370592
"(5, 6, 9, 6)",9.0,0.0,229.16249553878964,95.97180261832833,50.0,78.24773413897279,95.97180261832833
"(9, 6, 7, 9)",9.0,0.0,228.7335255546662,94.25981873111786,71.0,78.34843907351463,94.25981873111786
"(5, 9, 3, 4)",5.0,0.0,227.78146112645766,98.28801611278958,34.0,78.5498489425982,98.28801611278958
"(9, 8, 4, 6)",9.0,0.0,229.50161921908,96.07250755287019,54.0,78.54984894259823,96.07250755287019
"(3, 5, 4, 9)",4.0,0.0,227.11759601395644,97.98590130916418,33.0,78.95266868076537,97.98590130916418
"(3, 5, 8, 8)",3.0,0.0,230.2721721348249,97.48237663645524,44.0,78.5498489425982,97.48237663645524
"(6, 9, 4, 4)",5.0,0.0,228.73219042531787,97.58308157099704,38.0,78.75125881168178,97.58308157099704
"(4, 4, 5, 5)",9.0,0.0,211.8043626072782,98.79154078549847,25.0,78.04632426988921,98.79154078549847
"(6, 3, 4, 6)",9.0,0.0,191.93339671249024,97.7844914400806,22.0,78.5498489425982,97.7844914400806
"(9, 9, 8, 3)",7.0,0.0,233.27296403438868,95.2668680765358,71.0,78.44914400805645,95.2668680765358
"(6, 8, 6, 7)",4.0,0.0,229.81237121117664,96.47532729103732,50.0,78.04632426988925,96.47532729103732
"(7, 7, 7, 3)",4.0,0.0,230.489641196026,97.28096676737155,48.0,78.14702920443099,97.28096676737155
"(9, 4, 5, 8)",6.0,0.0,226.30760548915097,95.16616314199395,52.0,78.34843907351461,95.16616314199395
"(5, 9, 3, 9)",9.0,0.0,230.67072380313616,97.28096676737162,50.0,78.54984894259817,97.28096676737162
"(3, 4, 9, 7)",4.0,0.0,228.597386085821,97.88519637462238,44.0,78.4491440080564,97.88519637462238
"(9, 3, 3, 4)",6.0,0.0,195.69790839911175,98.48942598187313,29.0,79.05337361530714,98.48942598187313
