dataset,optimiser,seed,train_rmse,test_rmse
concrete,de,0,11.670844078063965,12.237380981445312
concrete,de,1,11.539209365844727,12.231114387512207
concrete,de,2,11.194608688354492,11.572745323181152
concrete,de,3,11.238059043884277,11.554078102111816
concrete,de,4,11.056252479553223,11.779951095581055
concrete,de,5,11.937246322631836,12.114230155944824
concrete,de,6,11.2008638381958,11.422879219055176
concrete,de,7,11.639819145202637,12.250113487243652
concrete,de,8,11.325733184814453,11.459588050842285
concrete,de,9,11.911486625671387,11.955520629882812
concrete,cmaes,0,12.30449104309082,12.388022422790527
concrete,cmaes,1,11.79026985168457,12.377669334411621
concrete,cmaes,2,11.935101509094238,12.377607345581055
concrete,cmaes,3,11.873190879821777,12.365995407104492
concrete,cmaes,4,11.843124389648438,12.208328247070312
concrete,cmaes,5,12.530941009521484,12.6725435256958
concrete,cmaes,6,12.10176944732666,12.610701560974121
concrete,cmaes,7,12.001093864440918,12.419890403747559
concrete,cmaes,8,12.328481674194336,12.397416114807129
concrete,cmaes,9,12.34282398223877,12.639053344726562
ankara,adam,0,2.312023401260376,2.4357926845550537
ankara,adam,1,2.5312023162841797,2.6815688610076904
ankara,adam,2,2.293673515319824,2.483949899673462
ankara,adam,3,2.9875948429107666,2.860814094543457
ankara,adam,4,2.3114280700683594,2.5077691078186035
ankara,adam,5,2.550457715988159,2.405489206314087
ankara,adam,6,2.4232122898101807,2.530545711517334
ankara,adam,7,2.608981132507324,2.468005657196045
ankara,adam,8,2.5077764987945557,2.7327492237091064
ankara,adam,9,2.575727939605713,2.4110002517700195
ankara,sgd,0,4.229465007781982,4.714893341064453
ankara,sgd,1,4.6463117599487305,5.221417427062988
ankara,sgd,2,4.173923969268799,4.626608848571777
ankara,sgd,3,4.99065637588501,5.44566011428833
ankara,sgd,4,4.207794189453125,4.6833624839782715
ankara,sgd,5,4.309929370880127,4.776064395904541
ankara,sgd,6,4.282041072845459,4.753220081329346
ankara,sgd,7,4.432262897491455,4.884074687957764
ankara,sgd,8,4.883731842041016,5.319300651550293
ankara,sgd,9,4.416182041168213,4.875945091247559
ankara,rmsprop,0,5.982287406921387,6.460213661193848
ankara,rmsprop,1,6.473457336425781,7.0516839027404785
ankara,rmsprop,2,5.9012451171875,6.32138729095459
ankara,rmsprop,3,6.827099800109863,7.237685203552246
ankara,rmsprop,4,5.969544410705566,6.433269023895264
ankara,rmsprop,5,6.009023189544678,6.442237377166748
ankara,rmsprop,6,5.99758243560791,6.436911582946777
ankara,rmsprop,7,6.15086030960083,6.591803550720215
ankara,rmsprop,8,6.779270172119141,7.169666767120361
ankara,rmsprop,9,6.132646560668945,6.572958469390869
ankara,pso,0,3.054586887359619,2.8402304649353027
ankara,pso,1,3.3623759746551514,2.8046915531158447
ankara,pso,2,3.0494322776794434,3.058598518371582
ankara,pso,3,3.4384567737579346,3.9083709716796875
ankara,pso,4,3.428690195083618,2.9886410236358643
ankara,pso,5,2.8661952018737793,2.895188570022583
ankara,pso,6,3.0960748195648193,2.9490766525268555
